#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2020-02-07, 13:22:19
# Real time (s): 535.334
# Live time (s): 300.000
#
# Total counts:  37052941
#
# Left marker:  237 (458.873 keV)
# Right marker: 274 (534.434 keV)
# Counts:  34545
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: -25.120346
#     A1: 2.042167
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy	counts	rate
#-----------------------------------------------------------------------
917	1847.547	271	0.903333
918	1849.589	297	0.99
919	1851.632	295	0.983333
920	1853.674	313	1.04333
921	1855.716	310	1.03333
922	1857.758	274	0.913333
923	1859.800	283	0.943333
924	1861.842	311	1.03667
925	1863.885	303	1.01
926	1865.927	285	0.95
927	1867.969	307	1.02333
928	1870.011	311	1.03667
929	1872.053	310	1.03333
930	1874.095	303	1.01
931	1876.138	314	1.04667
932	1878.180	299	0.996667
933	1880.222	283	0.943333
934	1882.264	272	0.906667
935	1884.306	318	1.06
936	1886.348	291	0.97
937	1888.391	284	0.946667
938	1890.433	284	0.946667
939	1892.475	283	0.943333
940	1894.517	294	0.98
941	1896.559	274	0.913333
942	1898.601	294	0.98
943	1900.644	316	1.05333
944	1902.686	297	0.99
945	1904.728	261	0.87
946	1906.770	309	1.03
947	1908.812	278	0.926667
948	1910.854	285	0.95
949	1912.897	301	1.00333
950	1914.939	322	1.07333
951	1916.981	274	0.913333
952	1919.023	279	0.93
953	1921.065	262	0.873333
954	1923.107	268	0.893333
955	1925.150	274	0.913333
956	1927.192	265	0.883333
957	1929.234	262	0.873333
958	1931.276	285	0.95
959	1933.318	307	1.02333
960	1935.360	240	0.8
961	1937.403	273	0.91
962	1939.445	290	0.966667
963	1941.487	264	0.88
964	1943.529	280	0.933333
965	1945.571	278	0.926667
966	1947.613	241	0.803333
967	1949.656	282	0.94
968	1951.698	258	0.86
969	1953.740	251	0.836667
970	1955.782	249	0.83
971	1957.824	281	0.936667
972	1959.866	241	0.803333
973	1961.909	247	0.823333
974	1963.951	258	0.86
975	1965.993	277	0.923333
976	1968.035	250	0.833333
977	1970.077	257	0.856667
978	1972.119	258	0.86
979	1974.162	255	0.85
980	1976.204	247	0.823333
981	1978.246	239	0.796667
982	1980.288	251	0.836667
983	1982.330	219	0.73
984	1984.372	260	0.866667
985	1986.415	268	0.893333
986	1988.457	244	0.813333
987	1990.499	244	0.813333
988	1992.541	227	0.756667
989	1994.583	228	0.76
990	1996.625	215	0.716667
991	1998.668	207	0.69
992	2000.710	186	0.62
993	2002.752	235	0.783333
994	2004.794	209	0.696667
995	2006.836	215	0.716667
996	2008.878	205	0.683333
997	2010.921	216	0.72
998	2012.963	184	0.613333
999	2015.005	174	0.58
1000	2017.047	190	0.633333
1001	2019.089	176	0.586667
1002	2021.131	184	0.613333
1003	2023.174	167	0.556667
1004	2025.216	177	0.59
1005	2027.258	193	0.643333
1006	2029.300	176	0.586667
1007	2031.342	180	0.6
1008	2033.384	155	0.516667
1009	2035.427	152	0.506667
1010	2037.469	172	0.573333
1011	2039.511	142	0.473333
1012	2041.553	143	0.476667
1013	2043.595	171	0.57
1014	2045.637	148	0.493333
1015	2047.680	142	0.473333
1016	2049.722	132	0.44
1017	2051.764	129	0.43
1018	2053.806	141	0.47
1019	2055.848	152	0.506667
1020	2057.890	154	0.513333
1021	2059.933	152	0.506667
1022	2061.975	126	0.42
1023	2064.017	101	0.336667
1024	2066.059	105	0.35
